ID,4CO_ID,Status,Name,Num turbines,Turbine capacity,Total IC,Composite,Shares IC with,Cluster,Commission year,Commission month,Owner,area,centroid_lon,centroid_lat,IC_density,turbine_density,shared_area,IC_numeric,num_turbines_numeric
34,UK05,Operational,Greater Gabbard,38,3.6,136.8,34.0,34.0,34,2013.0,8.0,"RWE, SSE",32.97166939020554,1.9631655146851903,51.772024542590565,4.1490164899153505,1.1525045805320417,32.97166939020554,136.8,38.0
35,UK62,Operational,Galloper,18,6.3,113.4,34.0,35.0,34,2018.0,4.0,RWE and others,36.28040605558145,2.0173551210924723,51.77299136964427,3.125654101728399,0.49613557170292044,36.28040605558145,113.4,18.0
36,UK4J,Concept,North Falls,72,7.0,504,34.0,36.0,34,2030.0,1.0,"RWE, SSE",125.21161194366938,1.9066168164263182,51.71829617654133,4.025185780906177,0.5750265401294538,144.47092858419083,436.8121187982383,62.0
37,UK4I,Concept,Five Estuaries,48-79,,353,34.0,37.0,34,2030.0,1.0,"RWE, Siemens and others",61.43456343598075,2.1150567305123986,51.80572630839326,5.745951143086603,1.0336201064759187,145.63452882015702,148.90974735587312,27.0
38,UK05,Operational,Greater Gabbard,102,3.6,367.2,38.0,38.0,38,2013.0,8.0,"RWE, SSE",111.39478372117526,1.9266136427559055,51.919944484516854,3.29638415492698,0.9156622652574944,111.39478372117526,367.2,102.0
39,UK62,Operational,Galloper,38,6.3,239.4,38.0,39.0,38,2018.0,4.0,RWE and others,75.43769207742757,2.0407350661272847,51.952863426769675,3.1734799064940264,0.5037269692847661,75.43769207742757,239.39999999999998,38.0
40,UK4J,Concept,North Falls,,,,38.0,36.0,38,2030.0,1.0,"RWE, SSE",19.259316640521448,1.8848858162265332,51.972968379424735,,,144.47092858419083,67.18788120176168,10.0
41,UK4I,Concept,Five Estuaries,,,,38.0,37.0,38,2030.0,1.0,"RWE, Siemens and others",84.19996538417625,2.1892352041261525,51.973487850584014,,,145.63452882015702,204.09025264412685,37.0
42,UK39,Consent Authorised,East Anglia Hub – TWO,64,,900-940,,42.0,42,2029.0,1.0,ScottishPower Renewables,218.73721256961215,2.2005623802183294,52.13750136197133,4.205960152789339,0.292588532367954,218.73721256961215,920.0,64.0
43,UK64,Operational,East Anglia ONE,102,7.0,714,,43.0,43,2020.0,7.0,ScottishPower Renewables and others,167.37036183924232,2.493449644362859,52.240713735458556,4.265988267897696,0.6094268954139566,167.37036183924232,714.0,102.0
44,UK2Q,Consent Authorised,East Anglia Hub – ONE North,41,14.6341463414634,600,,44.0,44,2028.0,1.0,ScottishPower Renewables,209.18133635568154,2.4240809191015855,52.39112836470734,2.868324729409845,0.19600218984300607,209.18133635568154,600.0,41.0
45,NL0E,Under Construction,Hollandse Kust Zuid Holland III and IV,20,11.0,220,,45.0,45,2024.0,6.0,Vattenfall and others,22.4490288914232,3.9929158572765755,52.215543288502865,9.79997847853688,0.8909071344124436,22.4490288914232,220.0,20.0
